time,gesture,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56
2.492,gesture_0_left_20250324-130111.avi,0.5818352103233337,0.7462639212608337,0.5981835722923279,0.7243539094924927,0.607444703578949,0.6904091238975525,0.6036021113395691,0.6668230295181274,0.5960679054260254,0.6493707299232483,0.5804097056388855,0.6484133005142212,0.5784611105918884,0.6214914321899414,0.5782081484794617,0.6027435064315796,0.5785862803459167,0.586003839969635,0.5604228973388672,0.6536636352539062,0.5774418115615845,0.6541141271591187,0.591719925403595,0.6847740411758423,0.5994936227798462,0.7084296941757202,0.5453575849533081,0.6689260005950928,0.5662416219711304,0.6788078546524048,0.58003169298172,0.7048473358154297,0.5873571038246155,0.7227701544761658,0.5331222414970398,0.6902060508728027,0.550239622592926,0.6954094767570496,0.5655553936958313,0.7135752439498901,0.573498010635376,0.725591778755188,0.8624469637870789,0.709991991519928,0.8454005718231201,0.6901874542236328,0.8343645334243774,0.6615886092185974,0.8344696760177612,0.6418670415878296,0.8425136804580688,0.623812735080719,0.8590108752250671,0.6108540892601013,0.8652339577674866,0.5678778886795044,0.8696187734603882,0.5418172478675842,0.8756489753723145,0.519266664981842,0.8783051371574402,0.6217588186264038,0.8761239051818848,0.5967193841934204,0.8621415495872498,0.6281081438064575,0.8584014773368835,0.6472069025039673,0.8950673341751099,0.6407707333564758,0.8946930766105652,0.6237014532089233,0.8802302479743958,0.6509559750556946,0.8764762282371521,0.6651516556739807,0.9103701710700989,0.665174126625061,0.9146698713302612,0.6458948850631714,0.9014849066734314,0.6611210703849792,0.8961740136146545,0.6703603267669678,0.7073660492897034,0.3092425465583801,0.7208275198936462,0.26964670419692993,0.7321662306785583,0.26865851879119873,0.7435336112976074,0.2681949734687805,0.6863285899162292,0.2724109888076782,0.6742769479751587,0.27347007393836975,0.6613759398460388,0.2758794128894806,0.7554052472114563,0.2817457616329193,0.6479709148406982,0.29359742999076843,0.730404794216156,0.3527747690677643,0.686596691608429,0.36089661717414856,0.8602994084358215,0.5264306664466858,0.5710538625717163,0.5404017567634583,0.9204298853874207,0.8738753795623779,0.5190919041633606,0.8783389925956726
2.551,gesture_0_left_20250324-130111.avi,0.5898048281669617,0.7245324850082397,0.6073169112205505,0.7007501721382141,0.6157070398330688,0.667165994644165,0.6127787828445435,0.6424849033355713,0.6056408882141113,0.6246420741081238,0.5879846811294556,0.6238746643066406,0.5878468155860901,0.5973132252693176,0.5882080793380737,0.5781719088554382,0.588800311088562,0.5609433054924011,0.5686154365539551,0.6296728253364563,0.5855448246002197,0.6259751915931702,0.6001559495925903,0.6547107100486755,0.6078230738639832,0.6776028275489807,0.554067075252533,0.6452674269676208,0.5745755434036255,0.6504089832305908,0.5888562798500061,0.6758396625518799,0.5960517525672913,0.6946519017219543,0.5425729751586914,0.6667611002922058,0.560907781124115,0.6694934368133545,0.5763514637947083,0.6878516674041748,0.5836103558540344,0.7012844681739807,0.8580926656723022,0.6938204765319824,0.8400743007659912,0.6732791662216187,0.8285099267959595,0.6442870497703552,0.8272932767868042,0.6239494681358337,0.835311770439148,0.606977105140686,0.8524662852287292,0.5937721133232117,0.8572876453399658,0.5505171418190002,0.8609989881515503,0.52559894323349,0.8668879866600037,0.5044958591461182,0.8716052770614624,0.6031745076179504,0.8690366744995117,0.5783534646034241,0.8550843596458435,0.6096880435943604,0.8505948781967163,0.6322950720787048,0.888493001461029,0.6201980113983154,0.8874760270118713,0.6027054190635681,0.873359203338623,0.6299225091934204,0.86891108751297,0.6480293273925781,0.9042556285858154,0.6428611278533936,0.907960057258606,0.6229757070541382,0.895284116268158,0.6363568305969238,0.8887720704078674,0.6479671001434326,0.7112243175506592,0.31156980991363525,0.7240367531776428,0.27124646306037903,0.7355496883392334,0.2701753079891205,0.7459729909896851,0.2697761654853821,0.6897549629211426,0.2741263806819916,0.6780382394790649,0.27507075667381287,0.6649413704872131,0.27724412083625793,0.7570847272872925,0.28315258026123047,0.6501399874687195,0.29516395926475525,0.7336004376411438,0.3550538420677185,0.6901177763938904,0.3631241023540497,0.8594591021537781,0.5256962776184082,0.5745712518692017,0.5411341786384583,0.9208550453186035,0.8673496246337891,0.5197398662567139,0.8776876926422119
2.608,gesture_0_left_20250324-130111.avi,0.5962608456611633,0.7020072937011719,0.614416241645813,0.6770377159118652,0.6230450868606567,0.6435885429382324,0.6220825910568237,0.6168007850646973,0.6171983480453491,0.5946361422538757,0.5965337753295898,0.598105788230896,0.5969383716583252,0.5676827430725098,0.5980042815208435,0.5449665784835815,0.599216103553772,0.5255379676818848,0.5786409974098206,0.6038753986358643,0.5948501229286194,0.5898875594139099,0.6099699139595032,0.6154773235321045,0.6185091137886047,0.6393141150474548,0.5644510388374329,0.6180514693260193,0.5850223898887634,0.6148757338523865,0.5987716913223267,0.6410651803016663,0.6058877110481262,0.6619736552238464,0.5527424216270447,0.6382511258125305,0.5710289478302002,0.6345764994621277,0.5851298570632935,0.6525040864944458,0.59206223487854,0.6673774123191833,0.8501689434051514,0.6686471104621887,0.8317059278488159,0.6460105776786804,0.8210024237632751,0.6159740686416626,0.8210251331329346,0.5940841436386108,0.8283170461654663,0.57562255859375,0.8442226648330688,0.5645403265953064,0.8493454456329346,0.523400068283081,0.8522737622261047,0.49802374839782715,0.8569422364234924,0.4763236939907074,0.8629668354988098,0.5739271640777588,0.8610377311706543,0.5489529967308044,0.8471679091453552,0.5808848142623901,0.8431152701377869,0.6033839583396912,0.8796660304069519,0.5902814269065857,0.8788413405418396,0.5719541311264038,0.8642512559890747,0.5994714498519897,0.8603608012199402,0.616626501083374,0.8952533602714539,0.6121468544006348,0.8979653716087341,0.5911838412284851,0.8847524523735046,0.6059557199478149,0.8797116279602051,0.6171326637268066,0.7130413055419922,0.31556543707847595,0.725896418094635,0.2742803692817688,0.7375627756118774,0.2731175422668457,0.7474466562271118,0.27270781993865967,0.6912552118301392,0.27754706144332886,0.679498553276062,0.2784563899040222,0.6661927700042725,0.28044480085372925,0.7586299180984497,0.28556108474731445,0.6511045694351196,0.29844075441360474,0.7355114817619324,0.3584761321544647,0.6916484236717224,0.3664683401584625,0.855731189250946,0.5233150720596313,0.5771608948707581,0.5409601926803589,0.9210027456283569,0.8608074188232422,0.520754873752594,0.8746026158332825
2.671,gesture_0_left_20250324-130111.avi,0.60433429479599,0.6755676865577698,0.6240471601486206,0.6458030343055725,0.6339146494865417,0.6114795207977295,0.6328796744346619,0.5833740234375,0.6273839473724365,0.5591607689857483,0.6057873964309692,0.5661038160324097,0.6065405011177063,0.5344542860984802,0.6078936457633972,0.5106046199798584,0.609501838684082,0.4898335933685303,0.5879321098327637,0.571261465549469,0.6049320101737976,0.5563592314720154,0.6200016736984253,0.5840602517127991,0.6280204653739929,0.6090044975280762,0.5733054876327515,0.5849288105964661,0.594720184803009,0.5781993865966797,0.608529806137085,0.606320858001709,0.6151636838912964,0.6284900903701782,0.5608385801315308,0.6052283644676208,0.5804997682571411,0.5988393425941467,0.5948983430862427,0.6178301572799683,0.6015311479568481,0.6340028643608093,0.8446010947227478,0.6439911723136902,0.8249449133872986,0.6193667054176331,0.8135402798652649,0.585698664188385,0.814312219619751,0.5606870055198669,0.8206045627593994,0.5410587191581726,0.836167573928833,0.5363585948944092,0.8398380279541016,0.49465084075927734,0.8421192765235901,0.4687293767929077,0.8460679054260254,0.44599825143814087,0.8541965484619141,0.5448864698410034,0.8530688881874084,0.5126510262489319,0.8388573527336121,0.5425949096679688,0.8334043622016907,0.5652815103530884,0.8708022832870483,0.5600429177284241,0.8702982068061829,0.5349280834197998,0.8557265996932983,0.5643333196640015,0.8512852787971497,0.5847475528717041,0.8867773413658142,0.5806238055229187,0.8894947171211243,0.5551103949546814,0.8770076036453247,0.570035457611084,0.8718401789665222,0.5832656621932983,0.7146265506744385,0.3187306523323059,0.7277105450630188,0.27744346857070923,0.7394927144050598,0.2764628827571869,0.748666524887085,0.2762582004070282,0.6929702758789062,0.28080442547798157,0.6810871362686157,0.28186458349227905,0.6677722334861755,0.2836737632751465,0.7602747678756714,0.289909303188324,0.6518751978874207,0.3028295636177063,0.7368543744087219,0.3620157539844513,0.6934885382652283,0.36865249276161194,0.8539484739303589,0.5232475996017456,0.5824929475784302,0.5409020781517029,0.9231839179992676,0.8532490134239197,0.5253394246101379,0.868654191493988
2.737,gesture_0_left_20250324-130111.avi,0.6125677824020386,0.6490059494972229,0.6318442225456238,0.6142979264259338,0.6399556994438171,0.5786098837852478,0.6391066312789917,0.5485817193984985,0.6358667016029358,0.522939145565033,0.6136294007301331,0.5359460115432739,0.614504873752594,0.5021612644195557,0.6167792081832886,0.47687870264053345,0.6187064051628113,0.45437586307525635,0.5966423749923706,0.5405198931694031,0.6137247085571289,0.5230309367179871,0.6286945343017578,0.5505475997924805,0.6359796524047852,0.5759319067001343,0.5828211307525635,0.5530546307563782,0.6050441861152649,0.5455029606819153,0.6185812950134277,0.5734158158302307,0.6247142553329468,0.5961382985115051,0.5707847476005554,0.5723720192909241,0.5904159545898438,0.5645862221717834,0.6049702167510986,0.5827886462211609,0.6116092205047607,0.5995336174964905,0.8380545973777771,0.60615074634552,0.819050133228302,0.5892086029052734,0.8069614768028259,0.5547563433647156,0.8082808256149292,0.5296112895011902,0.811377763748169,0.5092238783836365,0.8276264071464539,0.5050010085105896,0.8302839398384094,0.4645198583602905,0.8319539427757263,0.43914347887039185,0.8352037072181702,0.41788020730018616,0.8455461859703064,0.5125543475151062,0.8402279615402222,0.4841771423816681,0.8281899690628052,0.5166649222373962,0.8266765475273132,0.5377116203308105,0.8630373477935791,0.5258964896202087,0.8591538667678833,0.5035542249679565,0.8458167910575867,0.5337105989456177,0.8441845774650574,0.5515707731246948,0.880689799785614,0.5441381931304932,0.8801786303520203,0.5201125741004944,0.8673220872879028,0.5373156666755676,0.8635721802711487,0.5503078699111938,0.7148258686065674,0.3199664354324341,0.7282096147537231,0.27919116616249084,0.7401135563850403,0.27814337611198425,0.7491335868835449,0.27791544795036316,0.6935455203056335,0.28309422731399536,0.6817735433578491,0.2844352424144745,0.6685620546340942,0.28640666604042053,0.7616573572158813,0.292631059885025,0.6528903841972351,0.3065304458141327,0.7375195622444153,0.3626965582370758,0.694271445274353,0.3689420521259308,0.8536144495010376,0.5230440497398376,0.5887981653213501,0.540423572063446,0.9255797266960144,0.8469491600990295,0.5269979238510132,0.861501157283783
2.808,gesture_0_left_20250324-130111.avi,0.6210634112358093,0.6201138496398926,0.6402096748352051,0.5858595371246338,0.6476708054542542,0.5498863458633423,0.6463972926139832,0.520612359046936,0.6439580321311951,0.4945446848869324,0.62069171667099,0.5076702237129211,0.6212519407272339,0.4732375144958496,0.6240234971046448,0.44770410656929016,0.6263550519943237,0.4251161217689514,0.603891134262085,0.512554407119751,0.6210609078407288,0.49385255575180054,0.635881245136261,0.5200833082199097,0.6422458291053772,0.5435242056846619,0.5902761816978455,0.5245041251182556,0.6125718355178833,0.5170323252677917,0.6260353922843933,0.5449395775794983,0.6311039328575134,0.566497802734375,0.5787168145179749,0.5426191091537476,0.5990707278251648,0.5359318256378174,0.6146446466445923,0.5539270639419556,0.6214963793754578,0.5696594715118408,0.8317664265632629,0.58670973777771,0.8120899796485901,0.5663844347000122,0.8005345463752747,0.5306422114372253,0.800239086151123,0.5032823085784912,0.8042771220207214,0.48071998357772827,0.8201977610588074,0.4832936227321625,0.8217598795890808,0.4409027099609375,0.8226217031478882,0.4152289032936096,0.8255180716514587,0.39268285036087036,0.8371725082397461,0.49002379179000854,0.8335381150245667,0.4583911895751953,0.8217378258705139,0.48966893553733826,0.8188090920448303,0.5114825367927551,0.8541420698165894,0.5022854804992676,0.8522188663482666,0.47478026151657104,0.8390970230102539,0.504944384098053,0.8364354968070984,0.5241248607635498,0.8717875480651855,0.5189549922943115,0.8727895617485046,0.4931665360927582,0.8606275320053101,0.5086550712585449,0.8566735982894897,0.5210056900978088,0.7145358324050903,0.3206366002559662,0.7281423807144165,0.28016918897628784,0.7400926947593689,0.2792549729347229,0.7492145299911499,0.2792537808418274,0.6935896873474121,0.2839634120464325,0.6819102764129639,0.2853461503982544,0.6687358021736145,0.28740257024765015,0.7623056173324585,0.29519981145858765,0.6535321474075317,0.30782678723335266,0.7375032901763916,0.36310189962387085,0.6944700479507446,0.36872968077659607,0.8512963056564331,0.5228083729743958,0.5907269716262817,0.538719117641449,0.9257477521896362,0.8396314382553101,0.5286177396774292,0.8532318472862244
2.87,gesture_0_left_20250324-130111.avi,0.6280125975608826,0.5950889587402344,0.6474321484565735,0.5639023780822754,0.654897928237915,0.5272985696792603,0.6539803743362427,0.4972755014896393,0.6535886526107788,0.4709896743297577,0.6283361315727234,0.4859451353549957,0.6301672458648682,0.45034512877464294,0.6340753436088562,0.42661911249160767,0.6374111771583557,0.40494340658187866,0.6115907430648804,0.49146175384521484,0.6295297741889954,0.4699532389640808,0.6446963548660278,0.4968699812889099,0.6512051224708557,0.5206614136695862,0.5983241200447083,0.5036141872406006,0.6202534437179565,0.4923003017902374,0.6344201564788818,0.520630419254303,0.6398829817771912,0.5429925918579102,0.5870118737220764,0.5217517614364624,0.6074299812316895,0.5130715370178223,0.6229208707809448,0.5307374000549316,0.6296179890632629,0.5468736886978149,0.8276296257972717,0.5714888572692871,0.8072831034660339,0.5494749546051025,0.7958223819732666,0.5134192109107971,0.7966076135635376,0.4864272475242615,0.7990274429321289,0.46230944991111755,0.8147684335708618,0.46642306447029114,0.8159250617027283,0.42316341400146484,0.8165991902351379,0.39734557271003723,0.8192442059516907,0.37483927607536316,0.8316921591758728,0.4721835255622864,0.8287162780761719,0.4379611909389496,0.816733717918396,0.4648973047733307,0.8121058344841003,0.48809778690338135,0.8484109044075012,0.4842340648174286,0.8469445705413818,0.4547484517097473,0.8342256546020508,0.48037588596343994,0.8297914862632751,0.5014151334762573,0.866067111492157,0.5010589957237244,0.8681845664978027,0.4723958671092987,0.856469988822937,0.48322543501853943,0.8498504161834717,0.49687397480010986,0.7143338918685913,0.3201850950717926,0.7279770970344543,0.2798556983470917,0.7399316430091858,0.27880990505218506,0.7491527795791626,0.2787891626358032,0.6934097409248352,0.2840483784675598,0.6817325353622437,0.2854994833469391,0.6686075925827026,0.28763046860694885,0.7629457712173462,0.2955961525440216,0.6536815762519836,0.3081223666667938,0.7374361157417297,0.36244142055511475,0.6945127248764038,0.36808156967163086,0.8506725430488586,0.521701991558075,0.5928958654403687,0.5379306674003601,0.925796389579773,0.8344993591308594,0.5308117270469666,0.8461777567863464
2.94,gesture_0_left_20250324-130111.avi,0.6356121301651001,0.579114556312561,0.6541727781295776,0.551060676574707,0.6611319780349731,0.5134932994842529,0.6598498821258545,0.48285913467407227,0.6592174172401428,0.45712462067604065,0.6376510858535767,0.47298601269721985,0.6393206119537354,0.43371039628982544,0.6437087059020996,0.40929126739501953,0.6467241048812866,0.3875371217727661,0.6215571761131287,0.478936105966568,0.6374600529670715,0.4549318253993988,0.6529150009155273,0.4825342893600464,0.6589198708534241,0.5065277218818665,0.6083813905715942,0.4907981753349304,0.6273897886276245,0.4742245674133301,0.6426742672920227,0.5021264553070068,0.6487013697624207,0.5248622894287109,0.5964887142181396,0.5088369250297546,0.6148865222930908,0.4959202706813812,0.6306409239768982,0.5128371715545654,0.6375251412391663,0.5292314291000366,0.8238260746002197,0.5594565868377686,0.8030001521110535,0.5362205505371094,0.7921860814094543,0.500154972076416,0.7927155494689941,0.4723376929759979,0.7946435213088989,0.4471069276332855,0.8112701177597046,0.4549432396888733,0.8127451539039612,0.4105203151702881,0.8126856088638306,0.384244829416275,0.8149704933166504,0.36153048276901245,0.8276684284210205,0.4605071246623993,0.8253351449966431,0.423312783241272,0.8127995133399963,0.4498780369758606,0.8080804347991943,0.4750765264034271,0.8439464569091797,0.4719747304916382,0.8427558541297913,0.4411483705043793,0.8306070566177368,0.46608784794807434,0.8267826437950134,0.48853975534439087,0.8615854978561401,0.4879225492477417,0.8645055890083313,0.4572906494140625,0.8526623845100403,0.4675687849521637,0.8452946543693542,0.4833422005176544,0.7141732573509216,0.3201451301574707,0.7279366254806519,0.279907763004303,0.7398478984832764,0.27865901589393616,0.7491041421890259,0.27858683466911316,0.6936811208724976,0.28463810682296753,0.6821256875991821,0.2861630320549011,0.6691612601280212,0.28835901618003845,0.7631913423538208,0.295868843793869,0.6541901230812073,0.3083540201187134,0.7376381754875183,0.3620394468307495,0.6950454115867615,0.3676636815071106,0.8495553135871887,0.5183584690093994,0.5962421894073486,0.5377619862556458,0.924622654914856,0.8262393474578857,0.5333536267280579,0.8390096426010132
3.009,gesture_0_left_20250324-130111.avi,0.6359937191009521,0.5787878036499023,0.6538461446762085,0.5514130592346191,0.6617517471313477,0.5134359002113342,0.660979688167572,0.4836893379688263,0.659699022769928,0.45821741223335266,0.6373451352119446,0.4735674560070038,0.6392233371734619,0.4339151978492737,0.6433503031730652,0.40993762016296387,0.6467034220695496,0.3884927034378052,0.6216174364089966,0.4804460406303406,0.6381497979164124,0.45471736788749695,0.6537564992904663,0.48153746128082275,0.6597830653190613,0.505454421043396,0.608681321144104,0.49329981207847595,0.627881646156311,0.4764748215675354,0.6428314447402954,0.5046148896217346,0.648057222366333,0.5267941355705261,0.5974081158638,0.5111860036849976,0.6150118112564087,0.4966048002243042,0.6305139064788818,0.5142263770103455,0.636367678642273,0.5313138365745544,0.8234943151473999,0.5593469142913818,0.8034200668334961,0.5374314188957214,0.7921017408370972,0.5003865957260132,0.792978048324585,0.47232258319854736,0.7949004173278809,0.44744357466697693,0.8096859455108643,0.4557139575481415,0.8110198378562927,0.4102943241596222,0.8117668628692627,0.38394010066986084,0.8150495290756226,0.3610380291938782,0.8266089558601379,0.46131807565689087,0.8244538307189941,0.42521169781684875,0.811738908290863,0.4519420862197876,0.8068758249282837,0.4761981666088104,0.8433346152305603,0.4726913273334503,0.8418794274330139,0.44324353337287903,0.8296074867248535,0.4677322208881378,0.8257916569709778,0.4883975684642792,0.8613473176956177,0.488504558801651,0.864988386631012,0.4581155776977539,0.8530051708221436,0.4689883887767792,0.8455526828765869,0.4841616451740265,0.7140982151031494,0.3205706775188446,0.7279800176620483,0.2808762788772583,0.7398502826690674,0.27950403094291687,0.7490969896316528,0.27943456172943115,0.6940624713897705,0.28565117716789246,0.6824974417686462,0.2871966063976288,0.6695683598518372,0.28940218687057495,0.7634393572807312,0.2967967391014099,0.6545097231864929,0.30896052718162537,0.7378302812576294,0.3616809546947479,0.6953426599502563,0.3676566183567047,0.8479048013687134,0.5170167684555054,0.5964702367782593,0.5379499197006226,0.9237060546875,0.8218829035758972,0.5352409482002258,0.8347441554069519
3.076,gesture_0_left_20250324-130111.avi,0.6418479084968567,0.5684674978256226,0.6600453853607178,0.5411132574081421,0.6672012209892273,0.5023127198219299,0.6658546328544617,0.47119346261024475,0.6661500930786133,0.44542795419692993,0.6427257061004639,0.46452778577804565,0.6441442370414734,0.4256933629512787,0.6497633457183838,0.40216076374053955,0.654013454914093,0.3811947703361511,0.6271820068359375,0.4711003303527832,0.6422666311264038,0.4460533857345581,0.6587875485420227,0.4716874659061432,0.6653979420661926,0.49459272623062134,0.6147117614746094,0.48342469334602356,0.6336244344711304,0.46874892711639404,0.6488974094390869,0.49556681513786316,0.6538858413696289,0.5163947939872742,0.6035101413726807,0.5008509159088135,0.6219700574874878,0.4885930120944977,0.6362473368644714,0.506159245967865,0.6404076814651489,0.5224485993385315,0.8204883933067322,0.5538162589073181,0.8001693487167358,0.5328788161277771,0.7891548275947571,0.4950910210609436,0.7901557087898254,0.465522825717926,0.7913309931755066,0.44004061818122864,0.807610273361206,0.45014500617980957,0.8086150884628296,0.4046960175037384,0.8086864352226257,0.37814009189605713,0.8114320635795593,0.3547936677932739,0.8241070508956909,0.45491477847099304,0.8218715190887451,0.41637393832206726,0.809411346912384,0.4409840703010559,0.8047902584075928,0.464831680059433,0.840217113494873,0.46554118394851685,0.8388165831565857,0.43331998586654663,0.8267698287963867,0.45780840516090393,0.8229066729545593,0.47986623644828796,0.8575615882873535,0.4805377423763275,0.8605098724365234,0.44949665665626526,0.8494435548782349,0.4597076177597046,0.8428224325180054,0.47566360235214233,0.7140985727310181,0.3216264545917511,0.7282496094703674,0.2822650969028473,0.7399865984916687,0.2806333005428314,0.7491228580474854,0.2804837226867676,0.6947897672653198,0.28753969073295593,0.6830193996429443,0.2891612648963928,0.670049786567688,0.29147815704345703,0.7638891935348511,0.298149973154068,0.6548296809196472,0.3101412057876587,0.7379787564277649,0.3614429533481598,0.6954611539840698,0.36846065521240234,0.8474947810173035,0.5169733166694641,0.5970097780227661,0.539018988609314,0.9203745722770691,0.8243894577026367,0.5361714363098145,0.8324333429336548
3.168,gesture_0_left_20250324-130111.avi,0.6483917832374573,0.5659787058830261,0.6671079397201538,0.5399097204208374,0.674412727355957,0.49910879135131836,0.6751313209533691,0.4671482741832733,0.6759235262870789,0.440094530582428,0.649336576461792,0.4603683054447174,0.6530564427375793,0.42133691906929016,0.6590373516082764,0.39714911580085754,0.6636573672294617,0.37592655420303345,0.6338638067245483,0.4661141335964203,0.6522991061210632,0.44196629524230957,0.6687199473381042,0.4672457277774811,0.6754005551338196,0.48994314670562744,0.6213745474815369,0.4785010814666748,0.6441125869750977,0.4657479226589203,0.6593468189239502,0.4931189715862274,0.6643211245536804,0.513931930065155,0.6107015013694763,0.49600645899772644,0.6324675679206848,0.48543938994407654,0.6473587155342102,0.5036680698394775,0.652174174785614,0.5198559165000916,0.8147695660591125,0.5516542196273804,0.7945144176483154,0.5293089747428894,0.7833359241485596,0.49171769618988037,0.784956157207489,0.46263566613197327,0.7870304584503174,0.43734246492385864,0.8023004531860352,0.4469636380672455,0.8037018775939941,0.40124446153640747,0.8041154146194458,0.3743995130062103,0.8068152070045471,0.3512144386768341,0.8187516927719116,0.45203036069869995,0.8170284628868103,0.41439327597618103,0.8044525980949402,0.4387689232826233,0.7991756796836853,0.46295011043548584,0.8350091576576233,0.4628627598285675,0.8338398337364197,0.4308672547340393,0.8216620683670044,0.45419058203697205,0.8173375129699707,0.47593626379966736,0.852625846862793,0.4780977666378021,0.8561056852340698,0.4468071460723877,0.8445706367492676,0.4559233486652374,0.8367754220962524,0.4714992940425873,0.7137864232063293,0.32146120071411133,0.7281429767608643,0.28206929564476013,0.7396721839904785,0.2804042398929596,0.7488649487495422,0.28022998571395874,0.6946561932563782,0.28750643134117126,0.682711660861969,0.28918299078941345,0.6697636842727661,0.29148581624031067,0.7638506889343262,0.2979673743247986,0.6546932458877563,0.3098839819431305,0.7379440069198608,0.36117038130760193,0.6952442526817322,0.36820587515830994,0.8461003303527832,0.5151306390762329,0.596818745136261,0.5393340587615967,0.915520966053009,0.8236483335494995,0.5421614050865173,0.8331918120384216
3.239,gesture_0_left_20250324-130111.avi,0.6528187394142151,0.5673041343688965,0.6705645322799683,0.5408971309661865,0.6780538558959961,0.4997462332248688,0.6785615086555481,0.46702826023101807,0.6794658303260803,0.4405187666416168,0.6527877449989319,0.46108493208885193,0.6555012464523315,0.42248010635375977,0.6609593629837036,0.3983650207519531,0.665339469909668,0.37688180804252625,0.6370033025741577,0.46724027395248413,0.6563055515289307,0.44394388794898987,0.672285258769989,0.4721907079219818,0.6783432960510254,0.49728715419769287,0.6244512796401978,0.4805430471897125,0.6471834778785706,0.46821627020835876,0.6619234085083008,0.49723389744758606,0.6667700409889221,0.5189188122749329,0.6141470670700073,0.49881261587142944,0.6349213719367981,0.4880911409854889,0.6494961380958557,0.506669819355011,0.6539137363433838,0.5232337713241577,0.8133752346038818,0.5532974600791931,0.792659342288971,0.5307427644729614,0.7819530963897705,0.49240294098854065,0.7843255400657654,0.46343106031417847,0.7862316966056824,0.4386356472969055,0.8005082011222839,0.4481040835380554,0.8028221726417542,0.4019686281681061,0.8039208054542542,0.3748323917388916,0.806513249874115,0.35179612040519714,0.8167332410812378,0.4536190629005432,0.8155569434165955,0.4152589738368988,0.8030130863189697,0.439307302236557,0.7969821691513062,0.46328508853912354,0.8327759504318237,0.4649256467819214,0.8318036198616028,0.433817595243454,0.8195784091949463,0.4559204876422882,0.8146082162857056,0.4763091504573822,0.8500434756278992,0.4806498885154724,0.8546531796455383,0.44965556263923645,0.8429917097091675,0.45845746994018555,0.8343306183815002,0.4731583893299103,0.7137426733970642,0.3215735852718353,0.72809898853302,0.2820202112197876,0.7395689487457275,0.2803092896938324,0.748712420463562,0.2800726592540741,0.6946037411689758,0.28760865330696106,0.6825541257858276,0.2893257439136505,0.6695894002914429,0.2915477752685547,0.7636365294456482,0.29791346192359924,0.6543000936508179,0.30970075726509094,0.7379194498062134,0.3611080050468445,0.6951233148574829,0.3680240511894226,0.8444660902023315,0.5122221112251282,0.5963097810745239,0.5391673445701599,0.9105759859085083,0.8237019777297974,0.549519419670105,0.8335610032081604
3.313,gesture_0_left_20250324-130111.avi,0.6552477478981018,0.570522129535675,0.6726053953170776,0.5429531335830688,0.6793816089630127,0.5021578669548035,0.6797412633895874,0.46931326389312744,0.680704653263092,0.4426405727863312,0.6537489295005798,0.4622122049331665,0.6562401056289673,0.4245302081108093,0.6612836122512817,0.39978811144828796,0.6657136678695679,0.37770527601242065,0.6380715370178223,0.4679291546344757,0.6582090854644775,0.44622814655303955,0.674443781375885,0.4735269546508789,0.6813191175460815,0.4982534945011139,0.6258403062820435,0.481414794921875,0.6491244435310364,0.47121331095695496,0.6639283895492554,0.49898800253868103,0.6694293022155762,0.5201898813247681,0.6159955859184265,0.500260055065155,0.6371209025382996,0.4915962815284729,0.6518504619598389,0.5091540217399597,0.6569778323173523,0.5248835682868958,0.8097115159034729,0.5527381896972656,0.7905429601669312,0.5287315845489502,0.7815276384353638,0.490868479013443,0.7843123078346252,0.462911993265152,0.7857729196548462,0.43919888138771057,0.7999145984649658,0.44729259610176086,0.8028299808502197,0.4015917181968689,0.8038084506988525,0.37543290853500366,0.8066645264625549,0.3527268171310425,0.815626859664917,0.45401859283447266,0.8141013979911804,0.4155469834804535,0.8012905716896057,0.441697895526886,0.7963584065437317,0.46549907326698303,0.8313096761703491,0.4662077724933624,0.8307859897613525,0.43497005105018616,0.8184693455696106,0.4587191939353943,0.8146036267280579,0.4787314236164093,0.8483610153198242,0.482740581035614,0.8542190790176392,0.45161712169647217,0.8416162729263306,0.4601899981498718,0.8326907157897949,0.47366732358932495,0.7127693891525269,0.32173633575439453,0.727304220199585,0.2821042239665985,0.738566517829895,0.28030890226364136,0.7478150725364685,0.2799965441226959,0.693869948387146,0.2878704071044922,0.6815985441207886,0.2896615266799927,0.6688846349716187,0.2918652296066284,0.7627400159835815,0.2980470061302185,0.6535858511924744,0.3097139894962311,0.7376236915588379,0.3610132336616516,0.6941130757331848,0.367881715297699,0.8437736630439758,0.5105695128440857,0.596226692199707,0.5391728281974792,0.9042900800704956,0.8240159749984741,0.5532249808311462,0.8330329060554504
